state,year,population,gdp,gdp_pc,employment,employment_pc,income_pc,real_income_pc,rpp
Indiana,2024,6934754.0,519516500000.0,74914.91,4214670.0,0.6077605636768082,64077.0,55562.0,93.329
Iowa,2008,3016734.0,137749200000.0,45661.7,1997583.0,0.6621674300750414,38490.0,49456.0,87.351
Iowa,2009,3032870.0,137094299999.99998,45202.83,1959120.0,0.6459624052465157,37246.0,46729.0,89.75
Iowa,2010,3051473.0,142497700000.0,46698.0,1950434.0,0.6391778659027951,38190.0,46358.0,91.139
Iowa,2011,3070048.0,149026100000.0,48541.94,1975941.0,0.6436189271307811,40879.0,49104.0,89.832
Iowa,2012,3082748.0,158553100000.0,51432.39,1993406.0,0.646632809428471,42539.0,49628.0,90.793
Iowa,2013,3102460.0,162415000000.0,52350.39,2019403.0,0.6509037989208564,43009.0,49488.0,90.853
Iowa,2014,3121790.0,173734200000.0,55652.11,2038999.0,0.6531505962925117,44120.0,50001.0,90.97
Iowa,2015,3136310.0,181471700000.0,57861.53,2059821.0,0.6567657533853477,45442.0,52254.0,89.528
Iowa,2016,3149607.0,183834800000.0,58367.54,2066676.0,0.6561694840022898,45669.0,52065.0,89.439
Iowa,2017,3162752.0,187125000000.0,59165.25,2061826.0,0.6519088439435023,46767.0,52544.0,89.213
Iowa,2018,3171540.0,193155100000.0,60902.62,2076505.0,0.6547308247728233,48773.0,52172.0,91.797
Iowa,2019,3183858.0,196262500000.0,61642.98,2071286.0,0.6505585362161252,49674.0,52372.0,91.804
Iowa,2020,3191081.0,199449600000.0,62502.21,2011185.0,0.6302519428369258,52676.0,55696.0,90.61
Iowa,2021,3199037.0,225055300000.0,70350.95,2056111.0,0.6427281084901487,58250.0,59666.0,89.77
Iowa,2022,3201890.0,244156800000.0,76253.96,2093312.0,0.6537738648110959,61209.0,59743.0,88.351
Iowa,2023,3214739.0,253166500000.0,78751.81,2124703.0,0.6609255059275418,62688.0,58646.0,88.769
Iowa,2024,3230454.0,265794500000.0,82277.75,2132090.0,0.6599970158993133,65225.0,60144.0,87.762
Kansas,2008,2808076.0,129223200000.0,46018.41,1858080.0,0.6616914926803975,41060.0,51283.0,89.864
Kansas,2009,2832704.0,126049700000.0,44498.01,1813192.0,0.6400922934411785,39382.0,48282.0,91.846
Kansas,2010,2858835.0,129235700000.0,45205.72,1801894.0,0.6302896109778984,39821.0,47376.0,92.991
Kansas,2011,2872529.0,136747100000.0,47605.12,1819054.0,0.6332587068746739,42889.0,49885.0,92.772
Kansas,2012,2891164.0,141812100000.0,49050.17,1841411.0,0.6369099089501667,44913.0,50988.0,93.303
Kansas,2013,2901727.0,144999300000.0,49970.0,1868968.0,0.6440881585345555,45669.0,51553.0,92.606
Kansas,2014,2911564.0,150276100000.0,51613.53,1895912.0,0.6511661773534774,46289.0,51238.0,93.138
Kansas,2015,2922703.0,155699000000.0,53272.26,1910992.0,0.6538440614732322,46597.0,51685.0,92.814
Kansas,2016,2927251.0,162144500000.0,55391.39,1916188.0,0.6546032437942629,46717.0,51744.0,92.059
Kansas,2017,2927448.0,166273600000.0,56798.14,1913433.0,0.6536181001336318,48271.0,52848.0,91.555
Kansas,2018,2931587.0,173373000000.0,59139.64,1925926.0,0.6569567950737945,50282.0,53415.0,92.436
Kansas,2019,2933756.0,176068800000.0,60014.81,1923958.0,0.6558002778690525,52156.0,54437.0,92.734
Kansas,2020,2938274.0,175385600000.0,59690.01,1878986.0,0.6394863106708224,55231.0,57358.0,92.251
Kansas,2021,2938966.0,188993300000.0,64306.05,1920129.0,0.6533348803626854,59209.0,59652.0,91.27
Kansas,2022,2938034.0,213368800000.0,72622.99,1955078.0,0.6654375000425454,61875.0,59546.0,89.609
Kansas,2023,2949749.0,224851300000.0,76227.27,1998458.0,0.6775010348338113,63513.0,58664.0,89.908
Kansas,2024,2965252.0,230522100000.0,77741.15,2015348.0,0.6796548826204316,65856.0,59172.0,90.068
Kentucky,2008,4289878.0,160700200000.0,37460.32,2402305.0,0.5599937807089153,32830.0,41015.0,89.84
Kentucky,2009,4317074.0,157440100000.0,36469.17,2324874.0,0.5385300321467735,32198.0,40948.0,88.539
Kentucky,2010,4349159.0,166656300000.0,38319.2,2325641.0,0.5347334967519007,33187.0,40600.0,90.433
Kentucky,2011,4374302.0,171238100000.0,39146.38,2367868.0,0.541313334104504,34607.0,41282.0,90.458
Kentucky,2012,4394147.0,178370600000.0,40592.77,2389067.0,0.5436930079944982,35630.0,41617.0,90.687
Kentucky,2013,4415978.0,184920600000.0,41875.34,2407581.0,0.5451976889377619,35758.0,41126.0,90.892
Kentucky,2014,4428854.0,188326400000.0,42522.6,2439916.0,0.5509136223501611,37225.0,42144.0,91.063
Kentucky,2015,4443778.0,194621200000.0,43796.34,2473925.0,0.556716604654868,38766.0,43986.0,90.733
Kentucky,2016,4457755.0,197944800000.0,44404.59,2498703.0,0.5605294593354727,39319.0,44214.0,90.676
Kentucky,2017,4475829.0,203564000000.0,45480.74,2520120.0,0.563051001278199,40403.0,45005.0,89.985
Kentucky,2018,4487302.0,210509100000.0,46912.18,2546178.0,0.5674184621405023,41658.0,45925.0,89.071
Kentucky,2019,4498163.0,220678800000.0,49059.76,2549331.0,0.5667493596830528,43466.0,46956.0,89.597
Kentucky,2020,4508271.0,218948600000.0,48565.98,2470824.0,0.5480646571601396,47086.0,50641.0,89.078
Kentucky,2021,4508348.0,238693700000.0,52944.83,2556462.0,0.5670507245669589,51938.0,53512.0,89.246
Kentucky,2022,4521238.0,262586599999.99997,58078.47,2636339.0,0.5831011329197888,52629.0,50765.0,89.402
Kentucky,2023,4549953.0,283267700000.0,62257.28,2707348.0,0.5950276849013605,55667.0,51428.0,89.89
Kentucky,2024,4584046.0,295375300000.0,64435.5,2725882.0,0.5946454289507566,58256.0,52290.0,90.159
Louisiana,2008,4435586.0,213803500000.0,48201.86,2550824.0,0.5750816239387535,38328.0,47032.0,91.468
Louisiana,2009,4491648.0,206111500000.0,45887.72,2529917.0,0.5632491682340202,36803.0,45953.0,90.18
Louisiana,2010,4544804.0,226555600000.0,49849.37,2536537.0,0.5581180178507148,38067.0,45679.0,92.198
Louisiana,2011,4577089.0,230518700000.0,50363.6,2564904.0,0.5603788783657037,38966.0,45344.0,92.729
Louisiana,2012,4603590.0,235960900000.0,51255.85,2601173.0,0.5650314211300311,40662.0,46358.0,92.908
Louisiana,2013,4628239.0,231652700000.0,50052.02,2642042.0,0.5708525424032769,40996.0,46119.0,92.927
Louisiana,2014,4648813.0,240965000000.0,51833.66,2684809.0,0.5775257038732253,42533.0,46949.0,93.401
Louisiana,2015,4670550.0,234324200000.0,50170.58,2696540.0,0.5773495626853369,42484.0,47113.0,92.834
Louisiana,2016,4685576.0,227440300000.0,48540.52,2691337.0,0.5743876526599931,42132.0,45897.0,93.6
Louisiana,2017,4678580.0,239830700000.0,51261.43,2692542.0,0.5755041059466761,43486.0,47192.0,92.364
Louisiana,2018,4670033.0,256444400000.0,54912.76,2725271.0,0.583565683582964,45465.0,49191.0,90.755
Louisiana,2019,4664544.0,257499000000.0,55203.47,2717240.0,0.5825306825275954,47015.0,49920.0,91.159
Louisiana,2020,4652145.0,233652000000.0,50224.57,2592461.0,0.557261435316397,50179.0,52747.0,91.141
Louisiana,2021,4628595.0,273063300000.0,58994.86,2693967.0,0.5820269433813069,55120.0,55469.0,91.373
Louisiana,2022,4600892.0,304299300000.0,66139.2,2765554.0,0.6010908319517172,55384.0,52781.0,90.489
Louisiana,2023,4598777.0,318044300000.0,69158.45,2801413.0,0.6091647844633475,58996.0,55235.0,88.7
Louisiana,2024,4614878.0,329172800000.0,71328.6,2850255.0,0.6176230444228428,61897.0,56789.0,88.207
Maine,2008,1330509.0,51001900000.0,38332.62,823556.0,0.6189781504672272,36960.0,42139.0,98.443
Maine,2009,1329590.0,51451200000.0,38697.04,800553.0,0.6021051602373664,37107.0,42349.0,98.663
Maine,2010,1327967.0,52802500000.0,39761.91,791385.0,0.5959372484406615,38018.0,43135.0,97.509
Maine,2011,1330060.0,53104500000.0,39926.39,794415.0,0.5972775664255748,39502.0,44350.0,96.111
Maine,2012,1330954.0,54018500000.0,40586.3,796939.0,0.5987727599902025,39992.0,43691.0,96.955
Maine,2013,1332673.0,54924800000.0,41214.01,803582.0,0.6029851283848325,39950.0,42472.0,98.329
Maine,2014,1336617.0,56537400000.0,42298.88,810909.0,0.6066876300391212,41137.0,45839.0,92.521
Maine,2015,1335768.0,58755800000.0,43986.53,816586.0,0.6113232237933534,42939.0,46105.0,95.879
Maine,2016,1340292.0,61092200000.0,45581.26,826729.0,0.6168275271358779,44234.0,46395.0,97.216
Maine,2017,1344956.0,63000600000.0,46842.13,834280.0,0.6203028203153115,45905.0,47164.0,97.559
Maine,2018,1350606.0,66216000000.0,49026.88,843918.0,0.6248439589339896,47729.0,47996.0,97.649
Maine,2019,1357523.0,69708700000.0,51349.92,842370.0,0.6205198733281131,49983.0,50601.0,95.607
Maine,2020,1364546.0,72309700000.0,52991.76,812984.0,0.5957908344606925,54330.0,53173.0,97.888
Maine,2021,1379009.0,79407600000.0,57583.09,849229.0,0.6158255674908576,59384.0,56096.0,97.343
Maine,2022,1391585.0,86310600000.0,62023.23,867629.0,0.6234825756241983,61617.0,52743.0,100.746
Maine,2023,1401992.0,93743800000.0,66864.72,893054.0,0.6369893694115231,65447.0,55480.0,97.964
Maine,2024,1408438.0,99174100000.0,70414.25,903041.0,0.6411648933073376,68932.0,57480.0,97.05
Maryland,2008,5684965.0,292908300000.0,51523.33,3430861.0,0.603497295058105,49026.0,50570.0,108.81
Maryland,2009,5730388.0,298282800000.0,52052.81,3359477.0,0.586256462913157,48448.0,49411.0,110.406
Maryland,2010,5791715.0,313930500000.0,54203.37,3345404.0,0.5776188918135647,49616.0,50629.0,108.418
Maryland,2011,5854930.0,324920900000.0,55495.27,3394860.0,0.5798293062427732,51797.0,51117.0,109.342
Maryland,2012,5914854.0,331869000000.0,56107.72,3438930.0,0.5814057286959239,52481.0,51751.0,107.418
Maryland,2013,5963434.0,339895800000.0,56996.66,3494007.0,0.585905201600286,51871.0,49964.0,108.527
Maryland,2014,6010059.0,351743100000.0,58525.73,3537737.0,0.5886359851043059,53075.0,50722.0,107.879
Maryland,2015,6050280.0,367314100000.0,60710.26,3602930.0,0.5954980595939362,55032.0,52499.0,107.913
Maryland,2016,6080556.0,386496400000.0,63562.67,3659063.0,0.6017645425845926,56606.0,53830.0,107.222
Maryland,2017,6113486.0,399714500000.0,65382.42,3696841.0,0.6047026197491906,58245.0,54690.0,106.75
Maryland,2018,6139211.0,410771800000.0,66909.54,3752933.0,0.6113054267071127,59915.0,55341.0,106.311
Maryland,2019,6163769.0,419391600000.0,68041.42,3744561.0,0.6075115728704304,61723.0,56850.0,105.087
Maryland,2020,6178387.0,413804500000.0,66976.14,3621815.0,0.5862072090984265,64868.0,58410.0,106.396
Maryland,2021,6176035.0,447714300000.0,72492.19,3750179.0,0.6072146611863437,69231.0,59999.0,106.099
Maryland,2022,6183257.0,481861400000.0,77930.03,3869608.0,0.6258203403157915,70781.0,58193.0,104.89
Maryland,2023,6204927.0,515035900000.0,83004.34,3986457.0,0.6424663819574348,75476.0,59922.0,104.602
Maryland,2024,6245314.0,546028400000.0,87430.1,4054489.0,0.6492049879317517,79259.0,61111.0,104.959
Massachusetts,2008,6468967.0,387923400000.0,59966.82,4215626.0,0.6516691150225375,51546.0,54555.0,106.047
Massachusetts,2009,6517613.0,388963900000.0,59678.89,4115975.0,0.6315157098158483,50751.0,54190.0,105.455
Massachusetts,2010,6569724.0,409270000000.0,62296.38,4115496.0,0.6264336218690466,52707.0,55655.0,104.772
Massachusetts,2011,6630673.0,423684900000.0,63897.72,4175255.0,0.6296879668172446,54757.0,56408.0,104.747
Massachusetts,2012,6693932.0,441373900000.0,65936.42,4253382.0,0.635408605883657,56259.0,57031.0,104.488
Massachusetts,2013,6757991.0,452580400000.0,66969.67,4353531.0,0.6442049123770659,56119.0,56792.0,103.298
Massachusetts,2014,6820869.0,469824900000.0,68880.5,4447709.0,0.6520736580632175,58129.0,57330.0,104.533
Massachusetts,2015,6866661.0,497767000000.0,72490.4,4631415.0,0.6744784692298047,61536.0,60284.0,105.086
Massachusetts,2016,6909664.0,514108000000.0,74404.2,4709800.0,0.6816250399440552,63476.0,59839.0,108.161
Massachusetts,2017,6959114.0,530129400000.0,76177.71,4778364.0,0.6866339594379399,66069.0,61657.0,107.406
Massachusetts,2018,6994446.0,559605000000.0,80007.05,4855037.0,0.6941274548405978,69191.0,63248.0,107.422
Massachusetts,2019,7016781.0,588069500000.0,83809.01,4872942.0,0.6944697290680727,72381.0,65383.0,107.151
Massachusetts,2020,6985320.0,592855500000.0,84871.63,4600531.0,0.6585998923456621,77493.0,68048.0,109.101
Massachusetts,2021,6996721.0,650308800000.0,92944.8,4777266.0,0.682786408090304,84087.0,72466.0,106.698
Massachusetts,2022,7025465.0,696323100000.0,99114.17,4937380.0,0.702783374481262,85441.0,67331.0,109.431
Massachusetts,2023,7073479.0,737867400000.0,104314.64,5049464.0,0.7138586260028481,89947.0,69372.0,107.675
Massachusetts,2024,7138560.0,778523400000.0,109058.89,5057930.0,0.7085364555316478,93607.0,71629.0,105.757
Michigan,2008,9946889.0,391633600000.0,39372.47,5337592.0,0.5366091850426802,35826.0,41949.0,95.855
Michigan,2009,9901591.0,371707000000.0,37540.13,5046457.0,0.5096612251505844,34247.0,40151.0,96.044
Michigan,2010,9880111.0,393179600000.0,39795.06,5038098.0,0.5099232184739625,35635.0,40986.0,96.187
Michigan,2011,9895652.0,408354100000.0,41266.01,5165197.0,0.5219663140943113,37689.0,42724.0,95.188
Michigan,2012,9921001.0,426141100000.0,42953.44,5234356.0,0.5276036158044939,39042.0,43541.0,94.979
Michigan,2013,9947598.0,441470800000.0,44379.64,5323127.0,0.5351168191557399,39292.0,43149.0,95.192
Michigan,2014,9974914.0,456123500000.0,45727.06,5412068.0,0.5425678857983136,40829.0,44089.0,95.473
Michigan,2015,9987448.0,479222700000.0,47982.5,5501527.0,0.5508441195388452,42982.0,47218.0,93.713
Michigan,2016,10017194.0,494752500000.0,49390.33,5575793.0,0.5566222437141579,44080.0,48000.0,93.637
Michigan,2017,10049914.0,505101500000.0,50259.29,5631139.0,0.5603171330620341,45264.0,48928.0,92.727
Michigan,2018,10070532.0,525240800000.00006,52156.21,5715122.0,0.5675094424008583,47089.0,48921.0,94.518
Michigan,2019,10078126.0,540237300000.00006,53604.94,5713441.0,0.5669150197169592,48577.0,49306.0,95.359
Michigan,2020,10072294.0,530161300000.00006,52635.61,5388496.0,0.5349820011210952,52818.0,53586.0,94.431
Michigan,2021,10042362.0,573329400000.0,57091.09,5602313.0,0.5578680593270786,57090.0,55679.0,94.281
Michigan,2022,10043906.0,624173200000.0,62144.47,5803660.0,0.5778289840625749,58012.0,53454.0,93.589
Michigan,2023,10062124.0,676030800000.0,67185.7,5938910.0,0.5902242906169711,61206.0,53903.0,94.296
Michigan,2024,10099962.0,702466900000.0,69551.44,5980562.0,0.5921370793276252,63690.0,53569.0,96.217
Minnesota,2008,5247018.0,268771500000.0,51223.67,3526233.0,0.6720451502167517,42983.0,49842.0,96.793
Minnesota,2009,5281203.0,262628800000.0,49728.97,3424125.0,0.64836079961327,40963.0,46732.0,98.701
Minnesota,2010,5312197.0,274649200000.0,51701.62,3408488.0,0.6416343369795962,42538.0,48225.0,97.587
Minnesota,2011,5352946.0,287070800000.0,53628.56,3468973.0,0.6480493171423736,45134.0,50086.0,97.237
Minnesota,2012,5388902.0,298641400000.0,55417.86,3505288.0,0.6504642318602194,47399.0,51554.0,97.385
Minnesota,2013,5431187.0,311752100000.0,57400.36,3555540.0,0.6546524728388103,47413.0,50857.0,97.458
Minnesota,2014,5474193.0,324701500000.0,59314.95,3603670.0,0.658301598062034,49357.0,51761.0,98.307
Minnesota,2015,5510593.0,336762000000.0,61111.75,3662633.0,0.6646531507589111,51353.0,54124.0,97.678
Minnesota,2016,5557028.0,345248800000.0,62128.32,3697854.0,0.6654373524840976,51982.0,54535.0,97.192
Minnesota,2017,5606013.0,354721900000.0,63275.25,3735638.0,0.66636270732872,53826.0,55771.0,96.739
Minnesota,2018,5650556.0,372439200000.0,65911.96,3776940.0,0.6684191785728696,56201.0,55408.0,99.599
Minnesota,2019,5686910.0,384850200000.0,67672.99,3782570.0,0.6651362514968586,57903.0,56749.0,98.759
Minnesota,2020,5710562.0,378969400000.0,66362.89,3607402.0,0.6317070018677672,61370.0,60139.0,97.766
Minnesota,2021,5714055.0,416141900000.0,72827.77,3711169.0,0.6494807977872107,67676.0,63244.0,98.396
Minnesota,2022,5727565.0,457393800000.0,79858.33,3799319.0,0.6633393073670923,69539.0,61533.0,97.457
Minnesota,2023,5752998.0,483222000000.0,83994.81,3887335.0,0.6757059536610303,72673.0,61394.0,98.302
Minnesota,2024,5797405.0,507687800000.0,87571.56,3920236.0,0.6762053021998635,75603.0,62039.0,98.621
Mississippi,2008,2947806.0,95179300000.0,32288.18,1537448.0,0.5215567103126868,30736.0,39167.0,88.077
Mississippi,2009,2958774.0,92378000000.0,31221.72,1492328.0,0.5043737710281353,30220.0,39734.0,85.639
Mississippi,2010,2970367.0,94788300000.0,31911.31,1490777.0,0.501883100640426,31213.0,39105.0,88.305
Mississippi,2011,2977902.0,96799100000.0,32505.8,1509966.0,0.5070569817274041,32454.0,39395.0,88.892
Mississippi,2012,2982356.0,100905400000.0,33834.12,1519741.0,0.5095773274552066,33441.0,39992.0,88.571
Mississippi,2013,2986599.0,103042600000.0,34501.65,1532509.0,0.5131284782456567,33976.0,39951.0,88.902
Mississippi,2014,2987656.0,105219500000.0,35218.08,1556854.0,0.521095467483539,34623.0,40125.0,88.96
Mississippi,2015,2985000.0,106623900000.0,35719.9,1568216.0,0.5253654941373535,35100.0,40939.0,88.264
Mississippi,2016,2984364.0,107795400000.0,36120.06,1581199.0,0.5298277958050693,35638.0,41065.0,88.489
Mississippi,2017,2983448.0,110281400000.0,36964.41,1592198.0,0.5336771413478633,36579.0,41790.0,87.737
Mississippi,2018,2974657.0,113166400000.0,38043.51,1602929.0,0.5388617914603263,37624.0,42881.0,86.157
Mississippi,2019,2969008.0,116135700000.0,39115.99,1606893.0,0.5412221859961307,39142.0,43785.0,86.527
Mississippi,2020,2958385.0,117441600000.0,39697.88,1572680.0,0.5316008565484208,42462.0,47533.0,85.583
Mississippi,2021,2947603.0,130404600000.0,44240.9,1624466.0,0.5511142443538021,47041.0,50167.0,86.222
Mississippi,2022,2941237.0,141724200000.0,48185.24,1666078.0,0.5664548623589326,46984.0,46392.0,87.336
Mississippi,2023,2942470.0,151511900000.0,51491.4,1703374.0,0.5788925630507703,49661.0,47517.0,86.792
Mississippi,2024,2950172.0,158192400000.0,53621.42,1710873.0,0.5799231366849119,52074.0,48465.0,86.953
Missouri,2008,5923916.0,256431100000.0,43287.43,3625622.0,0.6120312982155722,37124.0,47118.0,88.434
Missouri,2009,5961088.0,254306200000.0,42661.04,3522642.0,0.5909394392433059,36306.0,45179.0,90.487
Missouri,2010,5996167.0,262013400000.0,43696.81,3475274.0,0.5795825900112522,36984.0,43946.0,93.105
Missouri,2011,6011574.0,263330000000.0,43803.84,3506549.0,0.58329964831174,38402.0,44799.0,92.499
Missouri,2012,6026733.0,272482400000.00003,45212.29,3528185.0,0.585422483458285,39983.0,45817.0,92.436
Missouri,2013,6044008.0,282659700000.0,46766.93,3565833.0,0.5899782065146174,40121.0,45192.0,92.807
Missouri,2014,6060462.0,289340700000.0,47742.35,3597160.0,0.5935455085767388,41380.0,45700.0,93.351
Missouri,2015,6077056.0,299597700000.0,49299.81,3655817.0,0.6015769806959159,42677.0,47620.0,92.262
Missouri,2016,6093343.0,304143300000.0,49914.03,3700543.0,0.6073091568946636,43826.0,48744.0,91.676
Missouri,2017,6113654.0,311273800000.0,50914.53,3735873.0,0.6110704007783234,44781.0,48930.0,91.735
Missouri,2018,6128572.0,320451600000.0,52288.13,3777370.0,0.6163540217851728,46680.0,49929.0,91.806
Missouri,2019,6143374.0,334750200000.0,54489.63,3778389.0,0.6150348326505923,48425.0,50660.0,92.52
Missouri,2020,6155074.0,335970800000.0,54584.36,3691104.0,0.5996847479006752,52206.0,54269.0,92.162
Missouri,2021,6172551.0,366193100000.0,59326.05,3792314.0,0.614383583059905,56907.0,56869.0,92.012
Missouri,2022,6179285.0,397536900000.0,64333.8,3879856.0,0.6278810574362568,58525.0,55467.0,90.991
Missouri,2023,6205956.0,428887300000.0,69108.98,3985694.0,0.6422369091885279,62435.0,56912.0,91.104
Missouri,2024,6243544.0,448713700000.0,71868.43,4008112.0,0.6419610400759569,64920.0,57850.0,90.817
Montana,2008,976415.0,37028000000.0,37922.4,636195.0,0.6515620919383663,35569.0,42435.0,94.079
Montana,2009,983982.0,35880000000.0,36464.08,619453.0,0.6295369224233777,34479.0,41658.0,93.196
Montana,2010,990874.0,38080300000.0,38431.02,616391.0,0.6220679924995509,35999.0,43082.0,92.445
Montana,2011,998243.0,40592300000.0,40663.75,623221.0,0.624317926597031,38150.0,43686.0,94.232
Montana,2012,1005475.0,42150200000.0,41920.68,633197.0,0.6297491235485716,40217.0,45713.0,93.187
Montana,2013,1016046.0,43584000000.0,42895.7,642072.0,0.6319320188259193,40142.0,45180.0,92.88
Montana,2014,1025126.0,45203800000.0,44095.85,649048.0,0.6331397311159799,41850.0,45344.0,95.152
Montana,2015,1034544.0,46542400000.0,44988.32,660573.0,0.6385160998468891,43095.0,46713.0,94.974
Montana,2016,1045768.0,45859400000.0,43852.36,667793.0,0.6385670626754691,43301.0,47039.0,93.862
Montana,2017,1058073.0,48470500000.0,45810.17,674409.0,0.6373936391912467,45369.0,48274.0,94.202
Montana,2018,1066610.0,51152100000.0,47957.64,684043.0,0.6413243828578393,47208.0,50168.0,92.401
Montana,2019,1075495.0,52715600000.0,49015.2,685589.0,0.637463679515014,49654.0,50997.0,94.24
Montana,2020,1087156.0,53057300000.0,48803.76,683414.0,0.6286255146455523,53569.0,55801.0,91.972
Montana,2021,1106416.0,60314800000.0,54513.67,714901.0,0.646141234400081,59230.0,59635.0,91.328
Montana,2022,1121533.0,69087800000.0,61601.22,737303.0,0.6574064249558417,62086.0,59372.0,90.179
Montana,2023,1130612.0,74690300000.0,66061.83,760516.0,0.6726587016589245,66181.0,60386.0,91.014
Montana,2024,1137557.0,78441000000.0,68955.67,764760.0,0.6722827954994782,69240.0,59203.0,94.645
Nebraska,2008,1796378.0,86146600000.0,47955.72,1237394.0,0.6888271844789905,40291.0,50485.0,89.575
Nebraska,2009,1812683.0,87325500000.0,48174.72,1223251.0,0.6748289689923721,39422.0,48971.0,90.645
Nebraska,2010,1830194.0,91940700000.0,50235.49,1219855.0,0.6665167736316477,41085.0,49374.0,92.061
Nebraska,2011,1843937.0,100526500000.0,54517.32,1232536.0,0.668426307406381,45607.0,53857.0,91.377
Nebraska,2012,1859140.0,102949700000.0,55374.9,1251331.0,0.673069806469658,46385.0,53241.0,92.284
Nebraska,2013,1873681.0,107247000000.0,57238.67,1266360.0,0.6758674502223164,45911.0,52274.0,91.812
Nebraska,2014,1890242.0,112763300000.0,59655.48,1282738.0,0.678610463633757,48187.0,54141.0,91.757
Nebraska,2015,1904766.0,117402300000.0,61636.07,1302877.0,0.684008954380748,49708.0,56132.0,91.166
Nebraska,2016,1921616.0,119389800000.0,62129.89,1310927.0,0.6822002939192846,48688.0,54694.0,90.767
Nebraska,2017,1934551.0,123219900000.0,63694.31,1317730.0,0.6811554722517008,49533.0,55285.0,89.807
Nebraska,2018,1945483.0,127954400000.0,65769.99,1330415.0,0.6838481754916388,51436.0,54996.0,91.838
Nebraska,2019,1954962.0,132848200000.00002,67954.36,1328396.0,0.679499652678671,53513.0,55976.0,92.531
Nebraska,2020,1963318.0,135014500000.0,68768.53,1305702.0,0.6650486574258475,56909.0,58746.0,92.808
Nebraska,2021,1964697.0,150952500000.0,76832.46,1334521.0,0.6792502864309357,63658.0,63655.0,91.956
Nebraska,2022,1972595.0,167840200000.0,85085.99,1357391.0,0.6881245263219262,66365.0,63701.0,89.844
Nebraska,2023,1988172.0,183780900000.0,92437.12,1396472.0,0.7023899340700905,71517.0,65780.0,90.288
Nebraska,2024,2005591.0,189242700000.0,94357.57,1405802.0,0.7009415179864689,72701.0,65297.0,90.103
Nevada,2008,2653630.0,130570900000.0,49204.64,1619016.0,0.6101136933182094,38640.0,42842.0,101.23
Nevada,2009,2684665.0,122471200000.0,45618.8,1512925.0,0.5635433098729264,36125.0,39471.0,103.054
Nevada,2010,2701888.0,125149000000.0,46319.09,1478082.0,0.5470552443328517,37289.0,40934.0,100.78
Nevada,2011,2710129.0,128638400000.0,47465.78,1501861.0,0.5541658718090541,38595.0,40745.0,102.211
Nevada,2012,2739290.0,130238200000.0,47544.51,1519210.0,0.5545999145764048,39680.0,41375.0,101.586
Nevada,2013,2769188.0,133592500000.0,48242.48,1561287.0,0.5638067910159946,39331.0,41182.0,99.84
Nevada,2014,2808779.0,136918400000.0,48746.59,1608537.0,0.572681937596372,41126.0,42748.0,99.184
Nevada,2015,2855986.0,145786800000.0,51046.05,1664654.0,0.5828649019988194,43799.0,45734.0,98.592
Nevada,2016,2904614.0,153318000000.0,52784.29,1724751.0,0.5937969726786416,44715.0,46911.0,97.191
Nevada,2017,2954768.0,163199100000.0,55232.46,1780614.0,0.6026239623550816,46991.0,47170.0,99.854
Nevada,2018,3011007.0,172547900000.0,57305.71,1848890.0,0.6140437401839318,49289.0,50297.0,96.226
Nevada,2019,3068665.0,184611100000.0,60160.07,1884199.0,0.6140126080885336,51942.0,50866.0,98.838
Nevada,2020,3116851.0,176178700000.0,56524.58,1770794.0,0.5681355958305354,54684.0,53903.0,97.191
Nevada,2021,3148472.0,202091800000.0,64187.26,1912665.0,0.6074899189193996,61031.0,58852.0,95.356
Nevada,2022,3177672.0,232437900000.0,73147.23,2043934.0,0.643217424580007,62726.0,56149.0,96.339
Nevada,2023,3211077.0,253443300000.0,78927.82,2123253.0,0.6612276815535723,66698.0,56600.0,97.861
Nevada,2024,3253543.0,269010500000.0,82682.33,2150803.0,0.6610648760443615,69805.0,56503.0,99.979
New Hampshire,2008,1315906.0,62095300000.0,47188.25,844885.0,0.642055739543706,45713.0,48352.0,106.112
New Hampshire,2009,1316102.0,63052200000.0,47908.29,820826.0,0.6236796236157988,45119.0,48316.0,105.15
New Hampshire,2010,1317105.0,65310800000.0,49586.63,813758.0,0.6178383652024706,46982.0,49967.0,104.026
New Hampshire,2011,1321939.0,66557300000.0,50348.24,818810.0,0.6194007439072453,49086.0,51195.0,103.462
New Hampshire,2012,1327372.0,68412000000.0,51539.43,824378.0,0.6210602604243572,50715.0,52195.0,102.921
New Hampshire,2013,1331163.0,70897400000.0,53259.74,835032.0,0.6272950795657631,50423.0,51281.0,102.79
New Hampshire,2014,1339344.0,73455100000.0,54844.09,844521.0,0.6305482385406587,51988.0,52500.0,102.091
New Hampshire,2015,1343764.0,77385800000.0,57588.83,860652.0,0.6404785364096671,54161.0,53623.0,103.98
New Hampshire,2016,1351178.0,79759700000.0,59029.75,873123.0,0.6461939137552565,55677.0,54017.0,105.096
New Hampshire,2017,1359076.0,81179600000.0,59731.46,882481.0,0.6493242467676569,57878.0,54844.0,105.78
New Hampshire,2018,1364941.0,83859400000.0,61438.11,892584.0,0.6539359576714305,60335.0,57215.0,103.549
New Hampshire,2019,1371857.0,87868200000.0,64050.55,890078.0,0.6488125220048445,63946.0,59512.0,104.001
New Hampshire,2020,1378752.0,89041600000.0,64581.3,858532.0,0.62268776400687,67564.0,61489.0,105.269
New Hampshire,2021,1387907.0,99433300000.0,71642.62,894652.0,0.6446051500568842,73982.0,66325.0,102.568
