State,Year,employment_pc
Washington,2020,0.5740068478435867
Washington,2021,0.590717630840477
Washington,2022,0.6107078517722493
Washington,2023,0.6210730029577778
Washington,2024,0.6185855172290267
West Virginia,2008,0.49903331503931403
West Virginia,2009,0.48656735803872225
West Virginia,2010,0.4850669002008192
West Virginia,2011,0.4894511133066459
West Virginia,2012,0.4944073995564656
West Virginia,2013,0.4924339702723491
West Virginia,2014,0.4920148865483543
West Virginia,2015,0.4897821012094656
West Virginia,2016,0.48488045600742946
West Virginia,2017,0.48762907751069545
West Virginia,2018,0.49602280384320535
West Virginia,2019,0.4896805838125215
West Virginia,2020,0.46939335926816883
West Virginia,2021,0.48409756086635414
West Virginia,2022,0.4989749171788323
West Virginia,2023,0.5110246345272074
West Virginia,2024,0.5171619133620987
Wisconsin,2008,0.6333661644149366
Wisconsin,2009,0.6075811604469292
Wisconsin,2010,0.6019582089929828
Wisconsin,2011,0.6081137208426777
Wisconsin,2012,0.6102390511684003
Wisconsin,2013,0.614702104215935
Wisconsin,2014,0.6205355481918443
Wisconsin,2015,0.6254984005621848
Wisconsin,2016,0.6292532325995637
Wisconsin,2017,0.6302860004499033
Wisconsin,2018,0.6351076975593105
Wisconsin,2019,0.6322125817137959
Wisconsin,2020,0.6072685608553371
Wisconsin,2021,0.6260263292468304
Wisconsin,2022,0.6381419273268341
Wisconsin,2023,0.6478263508899137
Wisconsin,2024,0.6492919118614752
Wyoming,2008,0.7306915389447352
Wyoming,2009,0.6921305847448697
Wyoming,2010,0.6822707928037108
Wyoming,2011,0.6886197966283493
Wyoming,2012,0.6893661238837793
Wyoming,2013,0.6894207117122855
Wyoming,2014,0.699534734809169
Wyoming,2015,0.6956744467345474
Wyoming,2016,0.6840879920688239
Wyoming,2017,0.6923642926558379
Wyoming,2018,0.7039021682965572
Wyoming,2019,0.7089359616357306
Wyoming,2020,0.6949291029984299
Wyoming,2021,0.7242099706380615
Wyoming,2022,0.7408232515444991
Wyoming,2023,0.7690202611405487
Wyoming,2024,0.762294579034023
